Name,Description,Thumbnail,Official Website,Location,Industry,Url
Lua,"Lua is a company founded in 2011 by Michael Keoni DeFranco, Eli Bronner and Jason Krigsfeld.",https://golden-storage-production.s3.amazonaws.com/topic_images/c0a9eebb897c4387a9f3fc7254cc55a5.png,http://getlua.com,"New York, Broadway Junction (New York City Subway)","Mobile enterprise, Enterprise software, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Lua-99PYA9
Soci,"Soci is a San Diego County, California-based company founded in 2012 by Afif Khoury.",https://golden-storage-production.s3.amazonaws.com/topic_images/6c8a8e078e9c4374ab1312556e397bfd.png,http://www.meetSOCI.com,"San Diego County, California","Platform as a service (PaaS), Social media marketing, Software as a service (SaaS), Social media, Cloud computing, Software",https://golden.com/wiki/Soci-R9XPDX
Varian Medical Systems,"Varian Medical Systems is a Palo Alto, California-based company",https://golden-storage-production.s3.amazonaws.com/topic_images/4df5c4442c944668aaa33e63389f4230.png,"http://www.varian.com/, http://varian.com, https://xtrf.eu/, https://medicalaffairs.varian.com/, https://patient.varian.com/, https://www.varian.com/en-ch, https://www.varian.com/ja, https://www.varian.com/pt-br","Palo Alto, California","Health technology, Bioinformatics, Biomedical engineering, Biopharmaceutical, Cancer, Software as a service (SaaS), Engineering",https://golden.com/wiki/Varian_Medical_Systems-JKKMK6
Moz,Moz is a company developing and providing inbound marketing analytics software.,https://golden-storage-production.s3.amazonaws.com/topic_images/8e047d1677834a3aa793b98c1a108f44.png,https://moz.com/,Seattle,"Software industry, Big data, Internet, Software as a service (SaaS), Social media, Semantic search, Marketing, Cloud computing, Software",https://golden.com/wiki/Moz-MA66J8
Ansys,American engineering simulation software developer,https://golden-storage-production.s3.amazonaws.com/topic_images/7f5c2fef4079491c9632e192963bc118.jpeg,"http://ansys.com, http://www.Ansys.com, http://www.ansys.com/, http://helic.com, https://medini.eu/","Canonsburg, Pennsylvania, Pittsburgh, United States, Germany","Batch production, 3D printing, Additive, Software, Electric vehicle industry, Electric vehicle powertrain, Manufacturing, Digital Engineering, Microwave, Electronic design automation, Aerospace, Software as a service (SaaS), Autonomous vehicle, Autonomous System, Autonomous vehicle software",https://golden.com/wiki/Ansys-VKJJXG
Sila,An API platform powered by a stablecoin cryptocurrency pegged to the US dollar. ,https://golden-storage-production.s3.amazonaws.com/topic_images/5074ecb539d24bbc9addf0bbb43b1516.png,https://silamoney.com/,"Portland, Oregon","Cryptocurrency, Blockchain, Fiat-collateralized, Application programming interface (API), Software as a service (SaaS), Banking, Blockchain and cryptocurrency",https://golden.com/wiki/Sila-EKP6K8
Homeward,Homeward is a real estate technology company founded in 2018 by Tim Heyl.,,https://www.homeward.com/,"Austin, Texas","Real estate technology, Property, B2B, Software as a service (SaaS), B2C, mortgages",https://golden.com/wiki/Homeward-4AWRX5
Zinio,Zinio is a San Francisco-based company founded in 2000 by Richard A. Maggiotto.,https://golden-media.s3.amazonaws.com/topics/300px-Zinio_LLC_Logo_Type.jpg,http://www.zinio.com,San Francisco,"Web development, Application programming interface (API), News, Publishing, Digital media, Software as a service (SaaS)",https://golden.com/wiki/Zinio-EK6K34
APLA,APLA is a blockchain company offering a blockchain-based platform for businesses that was founded in Nikolay Syusko. ,https://golden-media.s3.amazonaws.com/topic_images/8810802537a441f58a45e5a1a14ae356.jpeg,"http://www.apla.io, http://apla.io","Luxembourg, United States","Blockchain, Cryptocurrency, Smart contract (blockchain), B2B, Software as a service (SaaS), Blockchain and cryptocurrency",https://golden.com/wiki/APLA-VKEY3E
Movere,Movere is a Bellevue-based company founded in 2008.,https://golden-storage-production.s3.amazonaws.com/topic_images/e69f3891c16c44ddb7fc90aeae264fae.png,http://www.movere.io,"Bellevue (Washington, D.C.)","Software, Enterprise software, Cloud computing, Software as a service (SaaS), Analytics, Artificial Intelligence (AI), Data analysis, Retail",https://golden.com/wiki/Movere-9A6RZZ
Lago,Lago is a Paris-based software company developing no-code tools for data teams.,https://golden-storage-production.s3.amazonaws.com/topic_images/c088e1eec1a4433282d855f253eeb25f.png,https://www.getlago.com/,"Paris, New York","No-code / low-code development, Software as a service (SaaS)",https://golden.com/wiki/Lago-BYB4XD
Ning (website),Ning is an online platform for people and organizations to create custom social networks.,https://golden-storage-production.s3.amazonaws.com/topic_images/8bafe5ef52c345ef9a94b92468cc9958.png,https://www.ning.com/,"Brisbane, California, Palo Alto, California","Software, Internet, Media (communication), Web Search Portals, Libraries, Archives, and Other Information Services, Online community, Social, Software as a service (SaaS), Enterprise software",https://golden.com/wiki/Ning_(website)-MAKPEW
Evernote,Evernote is a company offering notetaking software and online service founded in 2008 by Stepan Pachikov.,https://golden-storage-production.s3.amazonaws.com/topic_images/4ba5b372560e4599a3b509ff7df28a46.png,https://evernote.com,"United States, Redwood City, California","Educational technology, Software, Productivity software, Animation, Productivity, Software as a service (SaaS), Cloud computing",https://golden.com/wiki/Evernote-W369DW
Preset,A technology company with an open analytics data platform. ,https://golden-storage-production.s3.amazonaws.com/topic_images/e1656e9fb9b046ac842efc1beb932320.png,https://preset.io/,"San Mateo, California","Software, Analytics, Software as a service (SaaS), Cloud computing",https://golden.com/wiki/Preset-X96Y66
Pando,"Pando is a web 3.0 browser that has free VPN, mining rewards capabilities",https://golden-storage-production.s3.amazonaws.com/topic_images/eec93779ad284623849b84beba5c0a6b.jpeg,"http://pandosoftware.co/, https://pandobrowser.com/","San Francisco, New York","Advertising, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Pando-3RPZJA
arago GmbH,arago GmbH is an arago is an artificial intelligence company founded in 1995.,https://golden-storage-production.s3.amazonaws.com/topic_images/4e05568431d246aba64535a6385ed1a4.png,"http://www.arago.co, https://arago.co/","Frankfurt, Delaware, Germany","Artificial Intelligence (AI), Automation, Cloud computing, Robotics, Software as a service (SaaS)",https://golden.com/wiki/arago_GmbH-9MMRDW
