Name,Description,Thumbnail,Official Website,Location,Industry,Url
Dispatch," Dispatch is a technology company that develops enterprise software, mobile workforce and field service management technologies, Last-Mile, and on-demand market-place platforms. ",https://golden-storage-production.s3.amazonaws.com/topic_images/c4bd24e07d2d42f4a72edf5562a473f6.png,http://www.dispatch.me,Boston,"Application programming interface (API), Enterprise software, Software as a service (SaaS), Home care, Productivity software, Cloud computing, Software",https://golden.com/wiki/Dispatch-G6KK9
Handshake,Handshake is a San Francisco-based company founded in 2010 by Garrett Lord.,https://golden-media.s3.amazonaws.com/topics/300px-Hermandad_-_friendship.jpg,https://www.handshake.com,"New York, New York, Iowa","Mobile enterprise, Business-to-business, Software as a service (SaaS), Cloud computing, Software, Shopping",https://golden.com/wiki/Handshake-N6KWD
Hive,Hive is a productivity platform that drives companies to work forward.,https://golden-storage-production.s3.amazonaws.com/topic_images/e2c249d4ea6c4ab3b1edb0313d602a74.png,http://hive.com,"New York, New York, Iowa, United States","Productivity software, Enterprise software, Software as a service (SaaS), Cloud computing, Software, E-commerce, Cryptocurrency, Blockchain",https://golden.com/wiki/Hive-KGVKV
Autodesk,Autodesk 3ds Max parent company,https://golden-storage-production.s3.amazonaws.com/topic_images/83eed563a49441d1bed96be835e31fed.png,"http://www.autodesk.com/, http://autodesk.com","San Rafael, California, Mill Valley, California","Software development, Software, Engineering, Synthetic biology, Version Control System, Construction, Vertical SaaS, Software as a service (SaaS), Digital twin, Cloud computing, Automation, Geographic information system, Geospatial intelligence, Geospatial , Digital Engineering, Electronic design automation",https://golden.com/wiki/Autodesk-4PMKX
SirionLabs,SirionLabs provides a contract lifecycle management (CLM) platform for enterprises.,https://golden-storage-production.s3.amazonaws.com/topic_images/e1941efbba48440b9a66beb3b69c0f24.jpeg,"https://www.sirionlabs.com/, http://sirionlabs.com","Seattle, Washington (state), New York","Software, Enterprise, Risk management, Software as a service (SaaS), Enterprise software, Financial technology",https://golden.com/wiki/SirionLabs-DVZYW
Headset,Headset is a tech company providing an IT solution for the cannabis industry.,https://golden-storage-production.s3.amazonaws.com/topic_images/98f0e1539ce6465385a18d72d97fc190.png,http://headset.io,"Seattle, United States, Washington (state)","Cannabis (drug), Analytics, Business intelligence (BI), Market research, Software as a service (SaaS), Big data, Research",https://golden.com/wiki/Headset-B6ZMM
Endgame,Endpoint security company acquired by Elastic in June 2019. Endgame's technology was implemented as Elastic Endpoint Security,https://golden-storage-production.s3.amazonaws.com/topic_images/4ae1d6badc524d3c8ae4884de2c5f339.png,"https://www.endgame.com/, http://www.endgamesystems.com, http://endgame.com","Arlington County, Virginia, Virginia, United States","Computer security, Enterprise software, Software as a service (SaaS), Enterprise, Security, Software, Analytics, Cloud computing, Cybersecurity, Cinematography",https://golden.com/wiki/Endgame-3N66P
Punchbowl,"Punchbowl is a Framingham, Massachusetts-based developer of web-based software platform for event planning, event management, digital and custom invitations, and greeting cards.",https://golden-storage-production.s3.amazonaws.com/topic_images/156c63a499ce430abe1ed2977260e60e.png,http://www.punchbowl.com,"Framingham, Massachusetts","Event management, Invitation, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Punchbowl-DY5EP
Snaps,Snaps is an artificial Intelligence company founded in 2015 by Vivian Rosenthal.,https://golden-media.s3.amazonaws.com/topic_images/cb9027801e0f4d2782a4f845a2be79b2.jpeg,"http://snaps.io, http://www.snaps.io/",New York City,"Mobile advertising, Artificial Intelligence (AI), Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Snaps-BWWZ8M
Sticky,Sticky is a company founded in 2010 by Mathias Plank.,https://golden-storage-production.s3.amazonaws.com/topic_images/72e9c4b4a07246b9921d5e7d21133760.png,http://sticky.ai,"New York City, New York, Sweden","Market research, Digital media, Artificial Intelligence (AI), Software, Facial recognition, Software as a service (SaaS), Research, Machine learning, Computer Vision",https://golden.com/wiki/Sticky-ZXJWE8
Cedar,Cedar is a company founded in 2016 by Arel Lidow.,https://golden-storage-production.s3.amazonaws.com/topic_images/3852270afa40436c8f5d839e752e30b2.png,"http://www.cedar.com, http://cedar.com","New York, New York City","Financial technology, Personal finance, Health information technology, Healthcare, Financial services, Health, Hospital, Management, Enterprise, B2B, Software as a service (SaaS), Payment, Social impact",https://golden.com/wiki/Cedar-NMJ5KB
Soci,"Soci is a San Diego County, California-based company founded in 2012 by Afif Khoury.",https://golden-storage-production.s3.amazonaws.com/topic_images/6c8a8e078e9c4374ab1312556e397bfd.png,http://www.meetSOCI.com,"San Diego County, California","Platform as a service (PaaS), Social media marketing, Software as a service (SaaS), Social media, Cloud computing, Software",https://golden.com/wiki/Soci-R9XPDX
Moz,Moz is a company developing and providing inbound marketing analytics software.,https://golden-storage-production.s3.amazonaws.com/topic_images/8e047d1677834a3aa793b98c1a108f44.png,https://moz.com/,Seattle,"Software industry, Big data, Internet, Software as a service (SaaS), Social media, Semantic search, Marketing, Cloud computing, Software",https://golden.com/wiki/Moz-MA66J8
Sila,An API platform powered by a stablecoin cryptocurrency pegged to the US dollar. ,https://golden-storage-production.s3.amazonaws.com/topic_images/5074ecb539d24bbc9addf0bbb43b1516.png,https://silamoney.com/,"Portland, Oregon","Cryptocurrency, Blockchain, Fiat-collateralized, Application programming interface (API), Software as a service (SaaS), Banking, Blockchain and cryptocurrency",https://golden.com/wiki/Sila-EKP6K8
Zinio,Zinio is a San Francisco-based company founded in 2000 by Richard A. Maggiotto.,https://golden-media.s3.amazonaws.com/topics/300px-Zinio_LLC_Logo_Type.jpg,http://www.zinio.com,San Francisco,"Web development, Application programming interface (API), News, Publishing, Digital media, Software as a service (SaaS)",https://golden.com/wiki/Zinio-EK6K34
Ning (website),Ning is an online platform for people and organizations to create custom social networks.,https://golden-storage-production.s3.amazonaws.com/topic_images/8bafe5ef52c345ef9a94b92468cc9958.png,https://www.ning.com/,"Brisbane, California, Palo Alto, California","Software, Internet, Media (communication), Web Search Portals, Libraries, Archives, and Other Information Services, Online community, Social, Software as a service (SaaS), Enterprise software",https://golden.com/wiki/Ning_(website)-MAKPEW
Evernote,Evernote is a company offering notetaking software and online service founded in 2008 by Stepan Pachikov.,https://golden-storage-production.s3.amazonaws.com/topic_images/4ba5b372560e4599a3b509ff7df28a46.png,https://evernote.com,"United States, Redwood City, California","Educational technology, Software, Productivity software, Animation, Productivity, Software as a service (SaaS), Cloud computing",https://golden.com/wiki/Evernote-W369DW
Pando,"Pando is a web 3.0 browser that has free VPN, mining rewards capabilities",https://golden-storage-production.s3.amazonaws.com/topic_images/eec93779ad284623849b84beba5c0a6b.jpeg,"http://pandosoftware.co/, https://pandobrowser.com/","San Francisco, New York","Advertising, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Pando-3RPZJA
Panoply,Panoply is a company founded in 2015 by Roi Avinoam.,https://golden-storage-production.s3.amazonaws.com/topic_images/1bed974a83ab4f38923f37ffa4cce6aa.png,http://panoply.io/,"San Francisco, Israel","Big data, Software as a service (SaaS), Cloud computing, Software, Developer tool, Analytics, Data analysis, Retail",https://golden.com/wiki/Panoply-NAD6J6
ZoomInfo,ZoomInfo provides accurate and actionable B2B contact and company information to accelerate the growth of sales and marketing teams.,https://golden-storage-production.s3.amazonaws.com/topic_images/8b14dc582a6446b58712a929c114d33f.png,"http://www.zoominfo.com, http://zoominfo.com","Waltham, Massachusetts, Vancouver, Washington","Recruitment, Data Residency, Software as a service (SaaS), Cloud computing, Software, Knowledge management (KM)",https://golden.com/wiki/ZoomInfo-YZPDJM
Amagi,A technology company with cloud solutions for the media industry. ,https://golden-storage-production.s3.amazonaws.com/topic_images/b167d8eedf1440d394993d882f019975.png,"https://www.amagi.com/, https://amagi.com",New York,"SVOD, Television, Monetization, Broadcasting, Software as a service (SaaS), Telecommunication",https://golden.com/wiki/Amagi-6ZA6YV
Jobster,Jobster is a Seattle-based company.,https://golden-storage-production.s3.amazonaws.com/topic_images/e2902e28ed1440d1be3e989afaf022d2.png,"http://www.jobster.com/, https://jobster.com/","Seattle, United Kingdom","Recruitment, Software as a service (SaaS)",https://golden.com/wiki/Jobster-XP3Y3Y
Raken,Raken is a company founded in 2012.,https://golden-storage-production.s3.amazonaws.com/topic_images/4891801c194446598877bb40e36c084b.jpeg,https://www.rakenapp.com/,"Cardiff, Carlsbad, California","Software as a service (SaaS), Compliance, Construction, Solution Analysts, Field service management, Reporting, Offshore construction, Cloud computing, Software, Enterprise software",https://golden.com/wiki/Raken-W88GMR
Infor,Infor is an enterprise software and services company.,https://golden-media.s3.amazonaws.com/topics/297px-The_Infor_logo.jpg,"http://www.infor.com/, http://infor.com, http://www.starmount.com/","New York City, New York","Solution Analysts, Enterprise software, Business intelligence (BI), Software, Data science, Enterprise resource planning (ERP), Software as a service (SaaS), Cloud computing, Software engineering, Financial technology",https://golden.com/wiki/Infor-X8VDMA
Kore,Kore.ai is software and artificial intelligence company developing chatbot solutions for enterprises,https://golden-storage-production.s3.amazonaws.com/topic_images/c5fde3a914c448f6abb8cc51ace6cf82.png,"https://kore.ai/, http://www.foxsportseugene.com, https://kore.ai, http://www.kore.com","Orlando, Florida, Eugene, Oregon","Artificial Intelligence (AI), Chat (industry), Information technology, Dialog Management System, Business development, Consulting, Software, Software as a service (SaaS), Enterprise software, Cloud computing",https://golden.com/wiki/Kore-ZMZEER
"Workday, Inc.","Workday, Inc. is an ondemand (cloud-based) financial management and human capital management software vendor",https://golden-storage-production.s3.amazonaws.com/topic_images/0e09afcb2305480b9cedef1ec6305cf7.png,https://www.workday.com/,"Pleasanton, California","Human resources, Enterprise software, Software, No-code / low-code development, Software industry, Enterprise resource planning (ERP), Software as a service (SaaS), Cloud computing, Financial technology, Decentralized identity",https://golden.com/wiki/Workday%2C_Inc.-5NAXZM
Servoy,Servoy is a company founded in 2001.,https://golden-storage-production.s3.amazonaws.com/topic_images/bf358646a2cd4a01b87219033149aa44.png,"http://www.servoy.com, https://servoy.com/","Netherlands, Brazil, Chile, Italy, Spain, Switzerland, Uruguay, Montevideo, Santiago, Westlake Village, California, Buenos Aires, AlmerÌa, S„o Paulo, Amsterdam, France, Gr¸ningen, Lyon, Argentina, Turin, Z¸rich, Providencia, Chile","Cloud computing, Software as a service (SaaS)",https://golden.com/wiki/Servoy-93ME5E
Articulate,Articulate is a company founded in 2002 by Adam Schwartz.,https://golden-storage-production.s3.amazonaws.com/topic_images/52648003c5b24bcea54aab074252ee79.png,"http://www.articulate.com/, http://articulate.com","New York, Iowa, United States","Software, Education, Training, Educational technology, Learning, B2B, Software as a service (SaaS), Content (media), E-learning",https://golden.com/wiki/Articulate-9388B9
InsideView,InsideView is a San Francisco-based company founded in 2005.,https://golden-storage-production.s3.amazonaws.com/topic_images/bc807e0525064d3db953339615f4de1c.png,http://www.insideview.com,San Francisco,"Enterprise software, Software as a service (SaaS), Customer relationship management (CRM), Cloud computing, Software, Advertising, Data analysis, Marketing, Retail",https://golden.com/wiki/InsideView-VZDE6N
Wrike,Wrike is a project management application service provider founded in 2006 by Andrew Filev.,https://golden-storage-production.s3.amazonaws.com/topic_images/d4e536bc0588428ebe24076e32723e08.png,"http://www.wrike.com/ru, https://www.wrike.com","Mountain View, California, San Jose, California, Fort Lauderdale, Florida","Software as a service (SaaS), Project management, Enterprise software, Social, Software, Collaboration, Issue tracking system, Cloud computing, Software industry, DevOps",https://golden.com/wiki/Wrike-E3W3ZN
LucidEra,"LucidEra is a San Mateo, California-based company founded in 2005.",https://golden-storage-production.s3.amazonaws.com/topic_images/eba8c2e1864449d5ac7489449bd0bf6a.png,http://www.lucidera.com,"San Mateo, California","Software, Business intelligence (BI), Software as a service (SaaS)",https://golden.com/wiki/LucidEra-E39K3N
Box (company),"A cloud content management company. It was founded in 2005 and has headquarters located in Redwood City, California. ",https://golden-media.s3.amazonaws.com/topics/300px-Box2C_Inc._logo.svg.jpg,http://www.box.com,"Redwood City, California","Cloud computing, Software as a service (SaaS), Educational technology, Content management, Enterprise software, Data Residency, File hosting service, Cloud storage, Cloud computing security, Software, Document management system, Productivity, Productivity software, Knowledge management (KM)",https://golden.com/wiki/Box_(company)-XMAMZW
LiquidPlanner,LiquidPlanner is a Seattle-based company founded in 2006 by Charles Seybold.,https://golden-storage-production.s3.amazonaws.com/topic_images/5e3e1ea5369d4b228ef2f1ab74aaf20a.png,http://www.liquidplanner.com,Seattle,"Task management, Software as a service (SaaS), Predictive analytics, Project management, Cloud computing, Software",https://golden.com/wiki/LiquidPlanner-VEV86E
Ntractive,"Ntractive is a Grand Forks, North Dakota-based company founded in 2006.",https://golden-storage-production.s3.amazonaws.com/topic_images/d225e90dccd243708cf5613929d15abd.png,http://www.ntractive.com/,"Grand Forks, North Dakota, San Francisco","Consumer electronics, Cloud computing, Software as a service (SaaS), Software, Marketing",https://golden.com/wiki/Ntractive-BJ3KJB
Indio,"Indio simplifies the insurance application process for brokers and their clients. We make it fast, easy, and E&O free, saving your agency time and money. The white-labeled platform comes armed with 5,000+ digitally enhanced ""smart""? insurance applications, full e-signature solution, and secure document sharing.",https://golden-storage-production.s3.amazonaws.com/topic_images/c9d095943f3749cd92531d5fd5d787b7.png,"http://www.useindio.com/, http://useindio.com","San Francisco, United States","Insurance, Software as a service (SaaS), Insurance Technology, Cloud computing, Software, Financial technology",https://golden.com/wiki/Indio-DJAMWW
Clarizen,Clarizen is a work management and project management software company founded in 2005 by Tanya Epstein.,https://golden-storage-production.s3.amazonaws.com/topic_images/09335b2703e9441a8eb5f944f45bb7dd.png,http://www.clarizen.com/,"San Mateo, California, Milpitas, California","Cloud computing, Software as a service (SaaS), Enterprise, Collaboration tool, Software, Automation, Enterprise software",https://golden.com/wiki/Clarizen-ZB3W98
Skytap,Skytap is a Seattle-based company founded in 2006.,https://golden-storage-production.s3.amazonaws.com/topic_images/2105e67c01804c3bac1c92e310bf8e22.png,http://www.skytap.com,Seattle,"Cloud computing, Enterprise software, Software as a service (SaaS), Software development, Enterprise, Software, DevOps",https://golden.com/wiki/Skytap-5P5PR8
Splunk,Splunk is a San Francisco-based company that produces software for data analysis.,https://golden-storage-production.s3.amazonaws.com/topic_images/3c9b5c93b8c8466b8e6ee5a1e422e9a5.jpeg,"http://www.splunk.com/, http://splunk.com","San Francisco, United States","Software, Business intelligence (BI), Software as a service (SaaS), Cybersecurity, Cloud computing, ModelOps, Security automation, Network security",https://golden.com/wiki/Splunk-J3MXWN
Zscaler,"Zscaler is a San Jose, California-based cloud-based information security company developing services to secure digital transformation for companies.",https://golden-storage-production.s3.amazonaws.com/topic_images/f148e7d518d74482aa6c7c96eb19b0bf.png,"http://www.zscaler.com/, http://zscaler.com/","San Jose, California, San JosÈ (Almeria), Burlington, Massachusetts, United States","Security, Software as a service (SaaS), Data security, Cybersecurity, Data management, Internet security, Data Residency, Cloud computing security, Cloud computing, Software, Network security, Enterprise software",https://golden.com/wiki/Zscaler-NZWXXV
RightScale,"RightScale is a Santa Barbara, California-based company founded in 2006 by Jonathan Siegel.",https://golden-storage-production.s3.amazonaws.com/topic_images/8808a49ba9a74878a69dbb504a639dcd.png,http://www.rightscale.com,"Santa Barbara, California, Itasca, Illinois","Infrastructure as a service (IaaS), Cloud management, Cloud computing, Enterprise software, Software, Software as a service (SaaS)",https://golden.com/wiki/RightScale-4X9DW3
Dropbox,Dropbox is a file sharing and productivity startup created by Drew Houston and Arash Ferdowsi in 2007. ,https://golden-storage-production.s3.amazonaws.com/topic_images/34b5bb50e44d43f9bb19d58bbf1933ca.png,http://www.dropbox.com,San Francisco,"File sharing, Web hosting service, Software as a service (SaaS), Cloud computing, Cloud storage",https://golden.com/wiki/Dropbox-9XJREW
Sitrion,Sitrion is a Denver-based company founded in 2004.,https://golden-storage-production.s3.amazonaws.com/topic_images/e84f452a68c94ed19f93419a113f6f32.png,http://www.sitrion.com/,Denver,"Human resources, Productivity, Software as a service (SaaS), Cloud computing, Productivity software",https://golden.com/wiki/Sitrion-RYWWG8
BrightRoll,"BrightRoll is an american global digital video advertising company founded in 2006 by Tod Sacerdoti, Dru Nelson and Saar Gur.",https://golden-storage-production.s3.amazonaws.com/topic_images/4ca15ba3adef4016a407bde0a823655d.png,"http://www.brightroll.com/, http://brightroll.com","San Francisco, Sunnyvale, California","Mobile advertising, Advertising, Adtech, Information technology, Software as a service (SaaS), Productivity software, Business software",https://golden.com/wiki/BrightRoll-B9PN49
HYPR Corp,HYPR Corp is an american computer and biometric security company founded in 2014.,https://golden-storage-production.s3.amazonaws.com/topic_images/f07dfb5192774070b696b493161491c0.png,"https://www.hypr.com/, http://hypr.com","New York City, New York","Information security, Computer security, Mobile security, Enterprise software, Cybersecurity, Identity management, Access management, Security, Software as a service (SaaS), Biometrics, Access control",https://golden.com/wiki/HYPR_Corp-YMBVWY
ChargePoint,"ChargePoint is a Campbell, California-based electric vehicle charging network. ",https://golden-media.s3.amazonaws.com/topics/225px-Ct4k_public_domain_image.jpg,http://chargepoint.com,"Campbell, California, United States","Electric vehicle, Energy storage, Software as a service (SaaS), Internet of things (IoT), Inductive charging, Charging station, Electric vehicle industry, Electric vehicle charging service, Electric vehicle manufacturing, Electric vehicle service, EV-charging manufacturing, EV-charging station manufacturing, Electric vehicle charging location search, Manufacturing, Cloud computing, Software, Oil and Gas ",https://golden.com/wiki/ChargePoint-5BMGMM
Issuu,"Issuu is a company founded in 2007 by Martin Ferro-Thomsen, Ruben Bjerg Hansen and Michael Hansen.",https://golden-storage-production.s3.amazonaws.com/topic_images/c76b360b15534f58b141fc065db032c1.png,https://issuu.com/,"Palo Alto, California, Canada","News, Publishing, Software as a service (SaaS), Cloud computing, Software, Electronic publishing, E-book",https://golden.com/wiki/Issuu-RWNWJJ
Zencoder,Zencoder is a company providing a web-based video encoding SaaS for converting any video into web and mobile-compatible formats. It participated in the W10 cohort of Y Combinator.,https://golden-storage-production.s3.amazonaws.com/topic_images/7cdb4aaf0ce44047a13572e04fa1e49e.jpeg,http://zencoder.com/,San Francisco,"Web development, Audio, Cloud computing, Software as a service (SaaS), Software",https://golden.com/wiki/Zencoder-B3MBER
Yola (webhost),Yola is a San Francisco-based company founded in 2007 by Vinny Lingham.,https://golden-storage-production.s3.amazonaws.com/topic_images/3248af9e21864d1489ec116bc0112268.png,https://www.yola.com/,San Francisco,"Web hosting service, Web development, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Yola_(webhost)-B33ABR
Odaia,ODAIA provides businesses with a window into their customer journeys and offers prediction tools for churn and next best actions.,https://golden-storage-production.s3.amazonaws.com/topic_images/fb7e2a87dc8f4afb8c4166bd750f11a1.jpeg,"https://www.odaia.ai/, http://odaia.ai","Toronto, California, Canada","Software, Artificial Intelligence (AI), Software as a service (SaaS), Cloud computing",https://golden.com/wiki/Odaia-ZADV3E
Prezi,Prezi is a presentation software founded by ¡d·m Somlai-Fischer.,https://golden-media.s3.amazonaws.com/topics/300px-Prezi_logo_transparent_2012.svg.jpg,http://www.prezi.com,"Budapest, San Francisco, Riga","Educational technology, Software as a service (SaaS), Software, Cloud computing, Virtual reality",https://golden.com/wiki/Prezi-VAN9MN
Justinmind (prototyper),"Developer of mobile application software designed to advance wireframes and realistic simulations. The company's software provides an authoring tool for web and mobile prototypes for annotating widgets and defining interactions with real data, enabling clients to build innovative and updated applications.",https://golden-storage-production.s3.amazonaws.com/topic_images/2f8d11c537a545789e94a350686f3d7b.png,http://www.justinmind.com/,San Francisco,"Visualization, Enterprise software, Software as a service (SaaS), Cloud computing, Software, Solution Analysts, Software development",https://golden.com/wiki/Justinmind_(prototyper)-GDZ5M3
Spigit,Spigit is a company founded in 1989.,https://golden-storage-production.s3.amazonaws.com/topic_images/a1615a2c39c0473d998d92ec0a1c7f91.png,http://www.mindjet.com/spigitengage/,"Austin, Texas, San Francisco","Software, Enterprise software, Software as a service (SaaS), Social innovation, Cloud computing",https://golden.com/wiki/Spigit-DD6YG6
Nimsoft,"Nimsoft is a Campbell, California-based software as a service company founded in 1998.",https://golden-storage-production.s3.amazonaws.com/topic_images/1ba1b7946db3420684a5d1973d545ef9.jpeg,"http://www.nimsoft.com, https://nimsoft.com/","Campbell, California, Norway",Software as a service (SaaS),https://golden.com/wiki/Nimsoft-B8N95M
Shopify,"Shopify is an Ottawa-based cloud-based, multi-channel commerce platform designed for small and medium-sized businesses, founded in 2004 by Tobias L¸tke.",https://golden-storage-production.s3.amazonaws.com/topic_images/6dbe8b36f18541bcabf167da7c6e6574.jpeg,"https://www.shopify.com/, https://en.shopify.nl/, https://es.shopify.com/, https://pt.shopify.com, https://www.shopify.com/fr, https://www.shopify.com/jp","Ottawa, San Francisco, Berlin, London, Stockholm, Singapore, Sydney, Tokyo, Vilnius, Vancouver, Toronto, Waterloo, Ontario, Shenzhen, New York City, Bangalore, Honolulu, Canada","E-commerce, Web development tools, No-code / low-code development, Developer tool, Service provider, Subscription, GraphQL, Digital Community, Buy Now, Pay Later, Shopping, Marketing, Social media, Enterprise software, Software as a service (SaaS)",https://golden.com/wiki/Shopify-PGXYJW
Vanta,Vanta specializes in the provision of security automation software that secures businesses' networks and helps them obtain compliance certificatations.,https://golden-storage-production.s3.amazonaws.com/topic_images/87f78290d5694f2ea4a5eaeeb49f4c53.png,https://vanta.com,"San Francisco, California","Security, Software as a service (SaaS), Cloud computing, Software",https://golden.com/wiki/Vanta-88W56N
Asana (software),Asana provides a project management platform to organize and plan workflows.,https://golden-storage-production.s3.amazonaws.com/topic_images/65ddf3d84dfc4dd29d232dfe8f699383.jpeg,"http://www.asana.com/, https://asana.com/","San Francisco, United States","Task management, Software, Productivity software, Software industry, Animation, Collaboration, Productivity, Software as a service (SaaS), Cloud computing, Training, E-learning, Spreadsheet",https://golden.com/wiki/Asana_(software)-3X4AMM
DocuSign,DocuSign is an online cloud-based document management and secured electronic document signature system capable of being used on almost any device.,https://golden-storage-production.s3.amazonaws.com/topic_images/8e36c97ec4504ce087bdf91b68a0cf31.png,http://www.docusign.com/,"San Francisco, Cairo, Chicago, Dublin, Gothenburg, London, Mexico City, Paris, Singapore, Sydney, Tokyo, Warrenville, Illinois, S„o Paulo, Israel","Enterprise software, Software as a service (SaaS), Cloud computing, Software, Electronic signature",https://golden.com/wiki/DocuSign-A4DDW3
Layar,Layar is a company founded in 2009 by Raimo Van der Klein.,https://golden-media.s3.amazonaws.com/topics/300px-Layar-Logo-Large.jpg,"http://www.layar.com/, https://layar.com/","Amsterdam, New York, Toronto, Netherlands","Augmented reality, Location-based service, Customer service, Virtual reality, Software as a service (SaaS)",https://golden.com/wiki/Layar-ZDMN5M
SodaHead.com,SodaHead.com is a Los Angeles-based company founded in 2007 by Jason Feffer.,https://golden-storage-production.s3.amazonaws.com/topic_images/e428f66407be40abb2a356ecf6317146.png,http://www.sodahead.com/,Los Angeles,"Advertising, Software as a service (SaaS), Digital media, Cloud computing, Software",https://golden.com/wiki/SodaHead.com-P864KG
